sentences,class
http://ecthou-webcl1.nt.ect.enron.com/research/weather/weathermain.htm,0
"john:please call lavorato's secretary, kim, and schedule a time to talk with john asap.thanks,john",0
how was the concert?,0
anything new in the world of marketing?,0
rajib:the following are my bids for the asian option:gq 1 : .41gq 2 : .63gq 3 : .57,0
if only i didn't have a position today i'd be ok,0
lumber,0
dave:can you do the same printout today of children for product #33076thanksjohn,0
stinson:can we do the meeting today at 4:00?,0
hey podner:where are you buying me dinner tonight?,0
"stephanie:please set up mike maggi for trding on intercontinental exch.thanks,john",0
best guess p&l tonight is +7,0
adams bot 1/2 6365,0
adams 30  631,0
why does everybody in this company know my p&l?????,0
fyi  on 12/11/00 intercontinental traded 3.3bcf of physical gas.,0
hey:when are you back in town??,0
"weather moderating, enuf switching to offset hdds, cash showing same, i wudnttouch it ...yet",0
tickets requisitioned for england/germany.  $1500!!!!!!,0
euro 2004 in portugal,0
dinner tonite....birthday boy???,0
world cup 2006  --  germany    boo!,0
"hey,can greg fit me in for about 30 minutes tomorrow afternoon?--- your secret admirer",0
torrey:please set me up to trade crude.john,0
torrey:can you also approve mike maggi to trade crude as well.  thanks for your help.john,0
"if we were open today, where would you open it?",0
greg:what is the (correct) formula you devised for profitability on last trade is mid?,0
http://www.baltimoresun.com/content/cover/story?section=cover&pagename=story&storyid=1150540202173,0
speed on eolmessage for monday how to move to algorithmsdave or tom moran,0
hey:any interest in king biscuit after work??,0
cute girlfriends....   i'm in,0
hey hon:had a great time last night.  you're one ok chick.john,0
lyle lovett national anthem  nolan ryan first pitchdwight gooden first real pitch,0
"yesterday, aquilla sold march at 5.77 and 5.76 for hehub.  please change it to nymex",0
we will open eol 4-7 on monday for everyone's trading pleasure.,0
are you free for drinks either monday or wednesday?,0
just a reminder about drinks monday night..,0
are you free at 3:00 today to go over the aga model?,0
dinner or drinks tonight?,0
"yes...please change griffith to trading.thanks,john",0
http://sokolin.com/1998's.htm1998 monbousquet,0
dinner this week?  i'm free mon-wed,0
you'll be happy to know i get my car back today,0
http://gasfundy.corp.enron.com/gas/framework/default.asp,0
"i may have some u2 tix for tonight,   wanna go?",0
are you in for the game?,0
txu buy 200 u @5255,0
liz:are the diamonds still available for tonight's game?,0
assuming we're driving the car to dallas tomorrow after work...,0
what's your view of crude from here over next 1-4 weeks?,0
hey:just wondering if you're still up for sailing lessons and if you've found out anything???,0
http://gasmsgboard.corp.enron.com/msgframe.asp,0
http://messages.yahoo.com/bbs?.mm=fn&action=m&board=7081781&tid=ene&sid=7081781&mid=11711,0
jeanie:i really need the docs on both phantom stock and options.   pleasepleasepleasejohn,0
fyi:jan red jan trading 28.5 with sep @ 381,0
awfully close......,0
kimberly:any interest in accompanying me to maggi's bd party sat nite?,0
212 836 5030,0
pookie:check this out:www.sailmainecoast.com/index.html,0
stranger:any interest in getting a drink or dinner tuesday?  havent seen you in forever.,0
fyi jan red jan 32/33 with sep @392,0
wanna get sauced after work?,0
i couldnt do it.  it took 13 minutes for my alarm to wake me up.,0
you in town this weekend?,0
kim:i will not be at the may 18 management mtg as i will be in ny on business.,0
latest natural report - ng051301.doc,0
hey:do you have jp's email address?john,0
z/f 10/12,0
hey:do you have any extras for tonight's game?johnps.   how's you bowl,0
congrats on your new job..,0
andy:just checking on the options.  any idea on rollout date?john,0
z/f trading 4,0
"if j. franco wins, you win $2425if he loses, you lose $75",0
"had carlos franco just shot a 49 yesterday instead of a 70, you would have won.",0
ina:did you find out the info on the ena management committee>john,0
frank:how do sep basis positions roll off?john,0
just checking up on the status of the margin project....,0
fyi:,0
happy new year and best wishes. - energy010102.doc ,0
here are the positions that you requested from john. ,0
gb -7 200denver -7 200,0
tb + 9.5 for 250,0
8-4 540-260=280 current,0
do you know who the headhunter was that called on maggi to do the el paso thing?,0
mine # is 918-573-5821 brenden is 713-544-4214 ,0
tenn+3 200,0
http://fundamentals.corp.enron.com/main.asp,0
"folks,here's the long awaited settlements chart.i'm not assuming any credit risk.--anthony ",0
so what have you decided for your team?,0
fyi  on 12/11/00 intercontinental traded 3.3bcf of physical gas.,0
"weather moderating, enuf switching to offset hdds, cash showing same, i wudnttouch it ...yet",0
latest natural report - ng051301.doc,0
maine impossible to get to ..    next idea?,0
jeanie:i really need the docs on both phantom stock and options.   pleasepleasepleasejohn,0
http://messages.yahoo.com/bbs?.mm=fn&action=m&board=7081781&tid=ene&sid=7081781&mid=11711,0
felt much better after i puked 4 times this morning.    you doing anything tonight?,0
too bad about pavel.  everybody liked him.. .who's next in line?,0
when are you getting out?,0
i snoozed from 5:00 to 6:20....it was great,0
relaxed?   how was it?,0
liz:are any of the diamonds available for jun 15-17?,0
hey babe:any chance there are copies of the nightline and/or frontline shows lying around??,0
late night yesterday?,0
i told you we should have sold cal 5-14 yesterday,0
here she is... ,0
have you taken any finance courses yet? what's good?,0
maine impossible to get to...next option?,0
wanna get toasted tonight?,0
"chris:can you give access to the fundies site to margaret allen 3-9056thanks,john",0
http://fundamentals.corp.enron.com/main.asp,0
how is subscription rate going for eol versus our expectations?,0
"	what's you're new phone # ? ",0
any chance you can go to the game tonight?  i've got the good ones..,0
interest in diamonds tonight?,0
anybody want four good tix to tonight's baseball game,0
what happened to you last night?  couldnt get ahold of you on your cell.,0
kim:i will not be at the may 18 management mtg as i will be in ny on business.,0
big plans tonight?,0
you in town this weekend?,0
i found this searching for gas stuff if you care.. ,0
how can i help for the video?,0
do you know if i have astros tix from upstairs anytime soon?,0
hungry?,0
option mtg today at 4:15 topics include long term vol,0
"hey stupid:do you know if jason ever signed an evergreen? if not, can you print one up?",0
are you going to blow me off for dinner again tonight?,0
unsubscribe powerindex  jarnold@enron.com,0
how bout we split the moolah,0
want to get a fancy dinner tongiht?,0
any interest in catching the us soccer game tonight?  me thinks it starts at 9,0
"tammy:can you send me another copy of the 6th floor seating chartthanks,john",0
when do i have baseball tix for?,0
this is a summary of my position and trading goals today.  advise if you dont agree. ,0
p&l +/- 48,0
seems to me trade guys are getting royally fucked in crude,0
you working out today?,0
are you going to the game 2 nite?,0
"whats the name of the ""priceline"" type site that gives you an hour to buy the ticket. ",0
40 yard line 20th row in my hands,0
hot like wasabi when i bust rhymesbig like leann rimesbecause i'm all about value,0
why is george down?,0
i couldnt do it.  it took 13 minutes for my alarm to wake me up.,0
got your running shoes on?,0
just got some tix in right field for tonight's game.  any interest?,0
what do you think now?,0
you doing anything tonight?,0
2-9 you'reahack,0
want to play hookie and go to the bb game tomorrow at noon?,0
what's brian's last name?,0
savita:any chance we can introduce limit orders to spreads?,0
sushi on thursday at the new place in the village?,0
going to the game?,0
got whalley's for today at noon.  can you go?,0
are you there?,0
wanna get sauced after work?,0
"if you have blackberry, keep me informed about pira",0
what is our flight schedule for monday?,0
"[arnold, john]  we're working out today at 4:30 ",0
tom o'grady - aquilla - 861-527-1564,0
so how'd it go in ny?,0
daniel:can you include me in the nymex nat gas advisory panel meeting today?john arnoldenron,0
"spinnaker, one of fred's customer's , unwound a hedge today because they dont want exposure to us.",0
bo:i may need to post some efs after the close today.  can you get that process approved?,0
this is my idea of vacation...,0
what day is jen and paula's party?,0
i would like to check availability for period of dec 29-jan 1 for 2 people.  please advise.john,0
"still have new years open, right?",0
"sorry for the delay.the big guys have been maharris,stuckey and barker.",0
kim ward thinks you're a big dork,0
http://www.maruba-spa.com/main.shtmldec 29-jan 1,0
stranger:any interest in getting a drink or dinner tuesday?  havent seen you in forever.,0
does my boy marc findsen have a chance?,0
banc one brooke hamilton312 732 7380,0
ready any time you are,0
cancel tonight's festivities,0
mirant and koch arent selling physical,0
wanna get a smoothie with me by the playground with me after school?,0
...since i waited half an hour for you last time,0
isnt that pasta yummy and nutricious?,0
i spose so but we might have to take stupid as well i just found out.,0
pookie:check this out:www.sailmainecoast.com/index.html,0
